,Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
33228,48,47,6,5,43,42,33,Train/33/00033_00004_00018.png
33229,52,51,6,5,47,46,33,Train/33/00033_00004_00019.png
33230,52,53,5,5,47,48,33,Train/33/00033_00004_00020.png
33231,54,57,5,5,49,52,33,Train/33/00033_00004_00021.png
33232,57,59,6,5,52,54,33,Train/33/00033_00004_00022.png
33233,62,64,5,5,57,59,33,Train/33/00033_00004_00023.png
33234,65,68,6,6,60,62,33,Train/33/00033_00004_00024.png
33235,70,73,6,6,64,67,33,Train/33/00033_00004_00025.png
33236,74,80,6,8,68,73,33,Train/33/00033_00004_00026.png
33237,83,87,7,7,76,80,33,Train/33/00033_00004_00027.png
33238,93,96,9,9,85,88,33,Train/33/00033_00004_00028.png
33239,99,106,8,9,91,97,33,Train/33/00033_00004_00029.png
33240,64,65,5,6,59,60,33,Train/33/00033_00005_00000.png
33241,64,65,5,6,59,60,33,Train/33/00033_00005_00001.png
33242,65,66,6,6,60,60,33,Train/33/00033_00005_00002.png
33243,67,65,6,5,61,59,33,Train/33/00033_00005_00003.png
33244,68,68,6,7,62,62,33,Train/33/00033_00005_00004.png
33245,69,67,6,6,62,61,33,Train/33/00033_00005_00005.png
33246,69,69,7,7,63,62,33,Train/33/00033_00005_00006.png
33247,70,69,7,7,63,62,33,Train/33/00033_00005_00007.png
33248,70,68,7,6,64,62,33,Train/33/00033_00005_00008.png
33249,69,68,6,6,63,62,33,Train/33/00033_00005_00009.png
33250,69,70,6,7,63,63,33,Train/33/00033_00005_00010.png
33251,69,70,6,7,63,63,33,Train/33/00033_00005_00011.png
33252,70,69,7,6,64,63,33,Train/33/00033_00005_00012.png
33253,70,69,7,6,64,63,33,Train/33/00033_00005_00013.png
33254,69,69,6,6,63,63,33,Train/33/00033_00005_00014.png
33255,69,69,6,6,63,63,33,Train/33/00033_00005_00015.png
33256,70,70,6,7,63,64,33,Train/33/00033_00005_00016.png
33257,71,70,7,7,65,64,33,Train/33/00033_00005_00017.png
33258,70,70,6,7,64,64,33,Train/33/00033_00005_00018.png
33259,71,70,6,7,64,64,33,Train/33/00033_00005_00019.png
33260,72,70,7,7,66,64,33,Train/33/00033_00005_00020.png
33261,72,70,7,7,66,64,33,Train/33/00033_00005_00021.png
33262,71,70,6,7,65,64,33,Train/33/00033_00005_00022.png
33263,71,70,6,7,65,64,33,Train/33/00033_00005_00023.png
33264,72,71,6,7,65,64,33,Train/33/00033_00005_00024.png
33265,72,71,6,7,65,64,33,Train/33/00033_00005_00025.png
33266,72,71,6,7,65,64,33,Train/33/00033_00005_00026.png
33267,72,69,6,6,66,63,33,Train/33/00033_00005_00027.png
33268,72,69,6,6,66,63,33,Train/33/00033_00005_00028.png
33269,72,69,6,6,66,63,33,Train/33/00033_00005_00029.png
33270,28,29,6,6,23,24,33,Train/33/00033_00006_00000.png
33271,28,29,6,6,23,24,33,Train/33/00033_00006_00001.png
33272,27,29,5,5,22,23,33,Train/33/00033_00006_00002.png
33273,29,29,6,5,23,23,33,Train/33/00033_00006_00003.png
33274,28,30,5,6,23,25,33,Train/33/00033_00006_00004.png
33275,30,30,5,5,24,25,33,Train/33/00033_00006_00005.png
33276,32,31,6,5,26,26,33,Train/33/00033_00006_00006.png
33277,31,32,5,6,25,27,33,Train/33/00033_00006_00007.png
33278,31,33,5,5,26,27,33,Train/33/00033_00006_00008.png
33279,32,34,5,5,27,28,33,Train/33/00033_00006_00009.png
33280,34,36,5,6,28,30,33,Train/33/00033_00006_00010.png
33281,37,37,6,5,32,32,33,Train/33/00033_00006_00011.png
33282,38,40,5,6,32,34,33,Train/33/00033_00006_00012.png
33283,41,42,6,6,35,36,33,Train/33/00033_00006_00013.png
33284,42,43,6,6,37,38,33,Train/33/00033_00006_00014.png
33285,44,44,6,5,38,38,33,Train/33/00033_00006_00015.png
33286,44,45,5,5,39,40,33,Train/33/00033_00006_00016.png
33287,46,47,5,5,41,42,33,Train/33/00033_00006_00017.png
33288,49,49,5,5,43,44,33,Train/33/00033_00006_00018.png
33289,53,54,6,6,47,48,33,Train/33/00033_00006_00019.png
33290,56,57,6,6,50,51,33,Train/33/00033_00006_00020.png
33291,58,59,5,5,53,54,33,Train/33/00033_00006_00021.png
33292,68,68,7,6,62,62,33,Train/33/00033_00006_00022.png
33293,74,74,7,6,68,68,33,Train/33/00033_00006_00023.png
33294,85,86,8,7,78,79,33,Train/33/00033_00006_00024.png
33295,93,93,9,9,85,85,33,Train/33/00033_00006_00025.png
33296,104,103,10,9,95,94,33,Train/33/00033_00006_00026.png
33297,120,119,11,10,109,108,33,Train/33/00033_00006_00027.png
33298,141,140,13,13,129,128,33,Train/33/00033_00006_00028.png
33299,161,160,14,14,147,147,33,Train/33/00033_00006_00029.png
33300,41,41,6,5,36,36,33,Train/33/00033_00007_00000.png
33301,41,41,5,5,36,36,33,Train/33/00033_00007_00001.png
33302,43,43,6,6,38,38,33,Train/33/00033_00007_00002.png
33303,44,44,5,5,38,38,33,Train/33/00033_00007_00003.png
33304,47,46,6,5,41,40,33,Train/33/00033_00007_00004.png
33305,49,48,6,6,43,43,33,Train/33/00033_00007_00005.png
33306,50,49,6,5,45,44,33,Train/33/00033_00007_00006.png
33307,50,51,5,5,45,45,33,Train/33/00033_00007_00007.png
33308,53,52,6,5,47,47,33,Train/33/00033_00007_00008.png
33309,53,55,5,6,47,49,33,Train/33/00033_00007_00009.png
33310,54,56,5,5,49,50,33,Train/33/00033_00007_00010.png
33311,56,58,5,6,50,53,33,Train/33/00033_00007_00011.png
33312,58,61,5,6,52,55,33,Train/33/00033_00007_00012.png
33313,62,63,6,6,56,58,33,Train/33/00033_00007_00013.png
33314,64,68,6,7,59,62,33,Train/33/00033_00007_00014.png
33315,68,70,6,6,62,64,33,Train/33/00033_00007_00015.png
33316,71,74,6,7,65,68,33,Train/33/00033_00007_00016.png
33317,75,81,6,8,69,74,33,Train/33/00033_00007_00017.png
33318,82,84,8,8,74,77,33,Train/33/00033_00007_00018.png
33319,85,87,8,8,77,80,33,Train/33/00033_00007_00019.png
33320,87,92,7,8,80,84,33,Train/33/00033_00007_00020.png
33321,97,99,9,8,88,90,33,Train/33/00033_00007_00021.png
33322,100,107,8,10,92,98,33,Train/33/00033_00007_00022.png
33323,108,111,10,9,99,102,33,Train/33/00033_00007_00023.png
33324,113,119,9,10,103,108,33,Train/33/00033_00007_00024.png
33325,121,120,10,11,110,110,33,Train/33/00033_00007_00025.png
33326,124,127,10,11,114,116,33,Train/33/00033_00007_00026.png
33327,132,140,11,13,120,128,33,Train/33/00033_00007_00027.png
33328,143,151,13,13,130,138,33,Train/33/00033_00007_00028.png
33329,155,166,13,14,142,151,33,Train/33/00033_00007_00029.png
33330,47,48,6,6,42,43,33,Train/33/00033_00008_00000.png
33331,47,49,5,6,41,43,33,Train/33/00033_00008_00001.png
33332,47,50,5,6,42,44,33,Train/33/00033_00008_00002.png
33333,50,49,6,5,44,44,33,Train/33/00033_00008_00003.png
33334,50,50,6,5,45,45,33,Train/33/00033_00008_00004.png
33335,51,52,6,6,46,47,33,Train/33/00033_00008_00005.png
33336,50,51,5,5,45,46,33,Train/33/00033_00008_00006.png
33337,51,53,5,5,46,47,33,Train/33/00033_00008_00007.png
33338,53,54,6,6,48,49,33,Train/33/00033_00008_00008.png
33339,54,56,6,6,49,50,33,Train/33/00033_00008_00009.png
33340,54,56,5,6,49,51,33,Train/33/00033_00008_00010.png
33341,55,57,5,6,50,52,33,Train/33/00033_00008_00011.png
33342,58,58,6,5,53,53,33,Train/33/00033_00008_00012.png
33343,60,60,6,6,54,55,33,Train/33/00033_00008_00013.png
33344,61,61,5,5,55,56,33,Train/33/00033_00008_00014.png
33345,62,63,5,6,57,58,33,Train/33/00033_00008_00015.png
33346,64,64,6,6,59,59,33,Train/33/00033_00008_00016.png
33347,67,68,6,7,61,62,33,Train/33/00033_00008_00017.png
33348,68,69,6,7,62,63,33,Train/33/00033_00008_00018.png
33349,70,70,6,6,64,64,33,Train/33/00033_00008_00019.png
33350,73,72,7,7,66,66,33,Train/33/00033_00008_00020.png
33351,74,74,7,7,67,67,33,Train/33/00033_00008_00021.png
33352,77,75,7,6,70,68,33,Train/33/00033_00008_00022.png
33353,79,77,7,7,72,71,33,Train/33/00033_00008_00023.png
33354,81,81,8,7,73,73,33,Train/33/00033_00008_00024.png
33355,81,83,8,8,74,76,33,Train/33/00033_00008_00025.png
33356,80,84,7,7,73,76,33,Train/33/00033_00008_00026.png
33357,84,87,8,7,76,79,33,Train/33/00033_00008_00027.png
33358,84,89,7,8,77,81,33,Train/33/00033_00008_00028.png
33359,86,92,8,8,82,84,33,Train/33/00033_00008_00029.png
33360,71,75,6,7,65,69,33,Train/33/00033_00009_00000.png
33361,74,75,7,7,68,69,33,Train/33/00033_00009_00001.png
33362,72,74,6,7,66,68,33,Train/33/00033_00009_00002.png
33363,75,75,7,7,69,69,33,Train/33/00033_00009_00003.png
33364,75,77,6,7,69,71,33,Train/33/00033_00009_00004.png
33365,77,77,7,7,71,71,33,Train/33/00033_00009_00005.png
33366,76,76,6,6,70,70,33,Train/33/00033_00009_00006.png
33367,79,81,7,8,72,74,33,Train/33/00033_00009_00007.png
33368,80,82,7,8,73,75,33,Train/33/00033_00009_00008.png
33369,82,81,8,7,75,74,33,Train/33/00033_00009_00009.png
33370,81,83,7,8,74,76,33,Train/33/00033_00009_00010.png
33371,82,83,8,7,75,76,33,Train/33/00033_00009_00011.png
33372,85,85,7,7,78,78,33,Train/33/00033_00009_00012.png
33373,85,84,8,7,78,77,33,Train/33/00033_00009_00013.png
33374,86,86,8,8,79,79,33,Train/33/00033_00009_00014.png
33375,89,87,8,8,82,80,33,Train/33/00033_00009_00015.png
33376,92,88,9,8,84,81,33,Train/33/00033_00009_00016.png
33377,93,92,9,9,85,84,33,Train/33/00033_00009_00017.png
33378,96,92,9,8,88,84,33,Train/33/00033_00009_00018.png
33379,96,92,9,8,88,84,33,Train/33/00033_00009_00019.png
33380,95,93,8,8,87,85,33,Train/33/00033_00009_00020.png
33381,96,96,8,9,88,87,33,Train/33/00033_00009_00021.png
33382,98,97,9,9,90,88,33,Train/33/00033_00009_00022.png
33383,99,98,9,9,91,90,33,Train/33/00033_00009_00023.png
33384,99,99,8,8,91,90,33,Train/33/00033_00009_00024.png
33385,100,101,8,9,92,93,33,Train/33/00033_00009_00025.png
33386,103,103,9,9,94,94,33,Train/33/00033_00009_00026.png
33387,105,105,10,9,96,95,33,Train/33/00033_00009_00027.png
33388,105,106,9,9,96,97,33,Train/33/00033_00009_00028.png
33389,106,107,10,9,98,98,33,Train/33/00033_00009_00029.png
33390,27,28,6,5,22,22,33,Train/33/00033_00010_00000.png
33391,29,28,6,6,23,23,33,Train/33/00033_00010_00001.png
33392,27,28,5,6,22,23,33,Train/33/00033_00010_00002.png
33393,29,27,6,5,23,22,33,Train/33/00033_00010_00003.png
33394,30,29,6,5,25,24,33,Train/33/00033_00010_00004.png
33395,30,29,6,5,25,24,33,Train/33/00033_00010_00005.png
33396,30,29,6,5,25,24,33,Train/33/00033_00010_00006.png
33397,30,31,5,6,25,26,33,Train/33/00033_00010_00007.png
33398,32,32,6,6,27,27,33,Train/33/00033_00010_00008.png
33399,31,31,6,6,25,26,33,Train/33/00033_00010_00009.png
33400,31,31,6,6,26,26,33,Train/33/00033_00010_00010.png
33401,31,33,5,6,26,27,33,Train/33/00033_00010_00011.png
33402,33,34,5,6,27,28,33,Train/33/00033_00010_00012.png
33403,35,34,6,5,30,29,33,Train/33/00033_00010_00013.png
33404,36,35,6,5,31,30,33,Train/33/00033_00010_00014.png
33405,36,37,6,6,31,31,33,Train/33/00033_00010_00015.png
33406,38,38,6,6,33,33,33,Train/33/00033_00010_00016.png
33407,39,38,5,5,33,33,33,Train/33/00033_00010_00017.png
33408,39,40,5,6,34,35,33,Train/33/00033_00010_00018.png
33409,41,42,6,6,36,37,33,Train/33/00033_00010_00019.png
33410,42,43,6,6,37,37,33,Train/33/00033_00010_00020.png
33411,44,45,5,6,39,40,33,Train/33/00033_00010_00021.png
33412,47,47,6,5,42,41,33,Train/33/00033_00010_00022.png
33413,49,51,5,6,44,45,33,Train/33/00033_00010_00023.png
33414,53,52,6,5,48,47,33,Train/33/00033_00010_00024.png
33415,55,56,6,6,50,50,33,Train/33/00033_00010_00025.png
33416,57,57,5,5,52,52,33,Train/33/00033_00010_00026.png
33417,61,61,5,5,56,56,33,Train/33/00033_00010_00027.png
33418,68,67,7,6,62,61,33,Train/33/00033_00010_00028.png
33419,69,71,6,7,63,65,33,Train/33/00033_00010_00029.png
33420,29,29,6,6,24,24,33,Train/33/00033_00011_00000.png
33421,29,30,5,6,24,25,33,Train/33/00033_00011_00001.png
33422,30,31,5,6,25,26,33,Train/33/00033_00011_00002.png
33423,32,32,5,5,27,27,33,Train/33/00033_00011_00003.png
33424,32,32,5,5,27,27,33,Train/33/00033_00011_00004.png
33425,34,33,6,5,29,28,33,Train/33/00033_00011_00005.png
33426,35,35,5,5,30,30,33,Train/33/00033_00011_00006.png
33427,36,36,5,5,31,31,33,Train/33/00033_00011_00007.png
33428,36,37,5,6,31,32,33,Train/33/00033_00011_00008.png
33429,39,38,6,5,34,33,33,Train/33/00033_00011_00009.png
33430,40,39,6,5,35,34,33,Train/33/00033_00011_00010.png
33431,41,42,5,6,36,37,33,Train/33/00033_00011_00011.png
33432,42,41,6,5,37,36,33,Train/33/00033_00011_00012.png
33433,44,44,5,5,39,39,33,Train/33/00033_00011_00013.png
33434,45,46,5,6,40,41,33,Train/33/00033_00011_00014.png
33435,48,48,5,6,43,43,33,Train/33/00033_00011_00015.png
33436,49,49,5,5,44,44,33,Train/33/00033_00011_00016.png
33437,51,51,5,5,46,46,33,Train/33/00033_00011_00017.png
33438,55,54,6,5,50,49,33,Train/33/00033_00011_00018.png
33439,56,57,5,6,51,52,33,Train/33/00033_00011_00019.png
33440,59,59,5,5,54,54,33,Train/33/00033_00011_00020.png
33441,63,64,5,6,58,59,33,Train/33/00033_00011_00021.png
33442,69,69,7,7,63,63,33,Train/33/00033_00011_00022.png
33443,72,71,7,6,66,65,33,Train/33/00033_00011_00023.png
33444,73,74,6,7,67,68,33,Train/33/00033_00011_00024.png
33445,79,80,7,8,72,73,33,Train/33/00033_00011_00025.png
33446,82,83,7,8,75,76,33,Train/33/00033_00011_00026.png
33447,87,87,7,7,80,80,33,Train/33/00033_00011_00027.png
33448,95,95,9,9,87,87,33,Train/33/00033_00011_00028.png
33449,104,98,9,8,95,90,33,Train/33/00033_00011_00029.png
33450,33,30,5,5,28,25,33,Train/33/00033_00012_00000.png
33451,34,31,5,6,28,26,33,Train/33/00033_00012_00001.png
33452,35,31,6,5,30,26,33,Train/33/00033_00012_00002.png
33453,35,33,5,6,30,28,33,Train/33/00033_00012_00003.png
33454,36,34,5,6,30,29,33,Train/33/00033_00012_00004.png
33455,37,35,6,6,31,29,33,Train/33/00033_00012_00005.png
33456,35,33,5,5,30,28,33,Train/33/00033_00012_00006.png
33457,36,34,5,5,31,29,33,Train/33/00033_00012_00007.png
33458,38,36,6,5,33,31,33,Train/33/00033_00012_00008.png
33459,38,38,5,6,32,32,33,Train/33/00033_00012_00009.png
33460,38,38,5,6,32,32,33,Train/33/00033_00012_00010.png
33461,38,38,5,6,33,33,33,Train/33/00033_00012_00011.png
33462,38,38,5,6,33,33,33,Train/33/00033_00012_00012.png
33463,39,39,6,6,34,33,33,Train/33/00033_00012_00013.png
33464,40,39,6,6,34,33,33,Train/33/00033_00012_00014.png
33465,39,39,5,6,33,33,33,Train/33/00033_00012_00015.png
33466,37,37,5,5,32,31,33,Train/33/00033_00012_00016.png
33467,40,40,5,6,34,34,33,Train/33/00033_00012_00017.png
33468,40,40,5,6,35,35,33,Train/33/00033_00012_00018.png
33469,41,40,5,6,35,35,33,Train/33/00033_00012_00019.png
33470,42,40,6,6,37,35,33,Train/33/00033_00012_00020.png
33471,42,39,5,5,36,34,33,Train/33/00033_00012_00021.png
33472,42,38,5,5,37,33,33,Train/33/00033_00012_00022.png
33473,43,39,6,5,38,34,33,Train/33/00033_00012_00023.png
33474,42,40,5,5,37,34,33,Train/33/00033_00012_00024.png
33475,43,40,6,6,38,35,33,Train/33/00033_00012_00025.png
33476,43,41,6,6,38,36,33,Train/33/00033_00012_00026.png
33477,43,42,6,6,38,37,33,Train/33/00033_00012_00027.png
33478,44,42,6,6,39,37,33,Train/33/00033_00012_00028.png
33479,44,42,5,5,38,37,33,Train/33/00033_00012_00029.png
33480,38,39,5,6,33,34,33,Train/33/00033_00013_00000.png
33481,39,40,5,5,34,34,33,Train/33/00033_00013_00001.png
33482,40,41,5,5,35,35,33,Train/33/00033_00013_00002.png
33483,41,42,5,6,36,37,33,Train/33/00033_00013_00003.png
33484,43,42,6,5,38,37,33,Train/33/00033_00013_00004.png
33485,44,43,6,5,38,37,33,Train/33/00033_00013_00005.png
33486,43,43,5,5,38,38,33,Train/33/00033_00013_00006.png
33487,44,44,5,5,38,38,33,Train/33/00033_00013_00007.png
33488,46,46,6,6,40,40,33,Train/33/00033_00013_00008.png
33489,46,46,5,5,41,41,33,Train/33/00033_00013_00009.png
33490,49,49,6,6,44,44,33,Train/33/00033_00013_00010.png
33491,50,50,6,6,44,44,33,Train/33/00033_00013_00011.png
33492,50,49,6,5,45,44,33,Train/33/00033_00013_00012.png
33493,51,50,5,5,45,44,33,Train/33/00033_00013_00013.png
33494,54,53,6,6,49,48,33,Train/33/00033_00013_00014.png
33495,55,54,6,6,50,49,33,Train/33/00033_00013_00015.png
33496,57,55,6,6,51,50,33,Train/33/00033_00013_00016.png
33497,58,57,5,6,52,52,33,Train/33/00033_00013_00017.png
33498,59,57,6,6,54,52,33,Train/33/00033_00013_00018.png
33499,60,59,5,5,55,54,33,Train/33/00033_00013_00019.png
33500,63,62,5,6,58,57,33,Train/33/00033_00013_00020.png
33501,67,64,6,5,61,59,33,Train/33/00033_00013_00021.png
33502,71,70,7,7,65,64,33,Train/33/00033_00013_00022.png
33503,73,72,6,6,67,66,33,Train/33/00033_00013_00023.png
33504,77,75,7,6,71,69,33,Train/33/00033_00013_00024.png
33505,84,83,8,8,77,76,33,Train/33/00033_00013_00025.png
33506,91,88,8,7,83,81,33,Train/33/00033_00013_00026.png
33507,98,97,8,8,90,89,33,Train/33/00033_00013_00027.png
33508,106,104,9,9,97,95,33,Train/33/00033_00013_00028.png
33509,118,111,11,10,108,102,33,Train/33/00033_00013_00029.png
33510,35,37,5,5,30,32,33,Train/33/00033_00014_00000.png
33511,36,37,6,5,31,31,33,Train/33/00033_00014_00001.png
33512,36,37,6,6,31,32,33,Train/33/00033_00014_00002.png
33513,35,36,5,5,30,31,33,Train/33/00033_00014_00003.png
33514,37,37,6,5,31,31,33,Train/33/00033_00014_00004.png
33515,37,38,6,6,32,33,33,Train/33/00033_00014_00005.png
33516,36,37,5,5,31,32,33,Train/33/00033_00014_00006.png
33517,36,39,5,6,31,33,33,Train/33/00033_00014_00007.png
33518,38,38,6,5,32,32,33,Train/33/00033_00014_00008.png
33519,38,38,6,5,33,33,33,Train/33/00033_00014_00009.png
33520,38,40,5,6,32,34,33,Train/33/00033_00014_00010.png
33521,38,40,5,6,32,35,33,Train/33/00033_00014_00011.png
33522,38,40,5,6,33,35,33,Train/33/00033_00014_00012.png
33523,38,41,5,6,33,36,33,Train/33/00033_00014_00013.png
33524,38,42,5,6,33,36,33,Train/33/00033_00014_00014.png
33525,39,42,5,5,34,36,33,Train/33/00033_00014_00015.png
33526,40,43,5,6,35,38,33,Train/33/00033_00014_00016.png
33527,40,44,5,6,35,38,33,Train/33/00033_00014_00017.png
33528,40,43,5,5,35,37,33,Train/33/00033_00014_00018.png
33529,41,44,5,6,36,39,33,Train/33/00033_00014_00019.png
33530,41,45,5,6,36,39,33,Train/33/00033_00014_00020.png
33531,43,45,6,6,37,39,33,Train/33/00033_00014_00021.png
33532,42,44,5,5,37,39,33,Train/33/00033_00014_00022.png
33533,43,45,5,6,37,40,33,Train/33/00033_00014_00023.png
33534,44,45,6,6,38,40,33,Train/33/00033_00014_00024.png
33535,43,45,5,5,37,39,33,Train/33/00033_00014_00025.png
33536,44,45,6,5,39,40,33,Train/33/00033_00014_00026.png
33537,44,47,6,6,39,41,33,Train/33/00033_00014_00027.png
33538,44,46,5,5,39,41,33,Train/33/00033_00014_00028.png
33539,46,47,6,5,41,42,33,Train/33/00033_00014_00029.png
33540,26,29,6,6,21,24,33,Train/33/00033_00015_00000.png
33541,27,30,6,6,22,25,33,Train/33/00033_00015_00001.png
33542,27,30,6,6,22,25,33,Train/33/00033_00015_00002.png
33543,28,31,6,6,23,26,33,Train/33/00033_00015_00003.png
33544,28,30,6,5,23,25,33,Train/33/00033_00015_00004.png
33545,28,32,5,6,23,27,33,Train/33/00033_00015_00005.png
33546,30,34,6,6,24,28,33,Train/33/00033_00015_00006.png
33547,30,34,5,6,24,29,33,Train/33/00033_00015_00007.png
33548,30,35,5,6,25,30,33,Train/33/00033_00015_00008.png
33549,31,35,5,5,26,30,33,Train/33/00033_00015_00009.png
33550,32,35,6,5,27,30,33,Train/33/00033_00015_00010.png
33551,32,39,5,6,27,33,33,Train/33/00033_00015_00011.png
33552,34,39,6,6,29,34,33,Train/33/00033_00015_00012.png
33553,34,39,5,5,28,33,33,Train/33/00033_00015_00013.png
33554,34,39,5,5,28,34,33,Train/33/00033_00015_00014.png
33555,34,41,5,6,29,36,33,Train/33/00033_00015_00015.png
33556,35,42,5,5,30,36,33,Train/33/00033_00015_00016.png
33557,37,42,5,5,31,37,33,Train/33/00033_00015_00017.png
33558,39,43,6,5,33,38,33,Train/33/00033_00015_00018.png
33559,39,44,6,5,33,39,33,Train/33/00033_00015_00019.png
33560,40,48,6,6,35,43,33,Train/33/00033_00015_00020.png
33561,41,49,5,5,36,44,33,Train/33/00033_00015_00021.png
33562,41,52,5,6,36,47,33,Train/33/00033_00015_00022.png
33563,44,54,6,5,39,48,33,Train/33/00033_00015_00023.png
33564,47,57,6,5,42,52,33,Train/33/00033_00015_00024.png
33565,47,61,5,6,42,55,33,Train/33/00033_00015_00025.png
33566,50,64,6,6,44,58,33,Train/33/00033_00015_00026.png
33567,51,68,5,6,45,62,33,Train/33/00033_00015_00027.png
33568,54,75,5,7,48,68,33,Train/33/00033_00015_00028.png
33569,57,79,6,7,52,72,33,Train/33/00033_00015_00029.png
33570,36,38,5,5,31,33,33,Train/33/00033_00016_00000.png
33571,34,37,5,6,29,32,33,Train/33/00033_00016_00001.png
33572,36,38,6,5,31,33,33,Train/33/00033_00016_00002.png
33573,38,40,6,5,33,35,33,Train/33/00033_00016_00003.png
33574,37,39,5,6,32,34,33,Train/33/00033_00016_00004.png
33575,38,40,6,5,33,35,33,Train/33/00033_00016_00005.png
33576,38,40,5,5,33,35,33,Train/33/00033_00016_00006.png
33577,38,39,6,5,33,34,33,Train/33/00033_00016_00007.png
33578,40,43,6,6,35,38,33,Train/33/00033_00016_00008.png
33579,40,43,6,6,35,38,33,Train/33/00033_00016_00009.png
33580,40,43,5,6,35,38,33,Train/33/00033_00016_00010.png
33581,40,41,5,5,35,36,33,Train/33/00033_00016_00011.png
33582,40,42,5,6,35,37,33,Train/33/00033_00016_00012.png
33583,41,43,5,5,36,38,33,Train/33/00033_00016_00013.png
33584,44,47,6,6,39,42,33,Train/33/00033_00016_00014.png
33585,44,48,6,6,39,43,33,Train/33/00033_00016_00015.png
33586,44,48,6,6,39,43,33,Train/33/00033_00016_00016.png
33587,44,48,6,6,39,43,33,Train/33/00033_00016_00017.png
33588,45,50,5,6,40,45,33,Train/33/00033_00016_00018.png
33589,45,49,5,6,40,44,33,Train/33/00033_00016_00019.png
33590,47,50,6,5,42,45,33,Train/33/00033_00016_00020.png
33591,48,53,5,6,43,48,33,Train/33/00033_00016_00021.png
33592,48,52,5,5,43,47,33,Train/33/00033_00016_00022.png
33593,49,55,6,6,44,50,33,Train/33/00033_00016_00023.png
33594,51,57,6,6,46,52,33,Train/33/00033_00016_00024.png
33595,54,61,6,6,49,56,33,Train/33/00033_00016_00025.png
33596,54,60,6,5,49,55,33,Train/33/00033_00016_00026.png
33597,56,63,6,6,51,58,33,Train/33/00033_00016_00027.png
33598,58,67,6,6,53,61,33,Train/33/00033_00016_00028.png
33599,60,72,6,7,55,66,33,Train/33/00033_00016_00029.png
33600,30,36,6,6,25,31,33,Train/33/00033_00017_00000.png
33601,30,36,5,6,24,31,33,Train/33/00033_00017_00001.png
33602,30,37,6,6,25,31,33,Train/33/00033_00017_00002.png
33603,31,38,6,6,26,32,33,Train/33/00033_00017_00003.png
33604,31,37,6,5,26,32,33,Train/33/00033_00017_00004.png
33605,30,37,5,5,25,32,33,Train/33/00033_00017_00005.png
33606,32,39,5,6,26,34,33,Train/33/00033_00017_00006.png
33607,34,39,6,5,29,34,33,Train/33/00033_00017_00007.png
33608,35,41,6,6,29,36,33,Train/33/00033_00017_00008.png
33609,33,42,5,6,28,37,33,Train/33/00033_00017_00009.png
33610,35,43,5,5,30,38,33,Train/33/00033_00017_00010.png
33611,35,45,5,6,30,39,33,Train/33/00033_00017_00011.png
33612,36,45,6,6,31,40,33,Train/33/00033_00017_00012.png
33613,36,47,6,6,31,42,33,Train/33/00033_00017_00013.png
33614,37,45,5,5,32,40,33,Train/33/00033_00017_00014.png
33615,38,50,5,6,33,44,33,Train/33/00033_00017_00015.png
33616,40,53,6,6,35,48,33,Train/33/00033_00017_00016.png
33617,41,55,5,5,36,50,33,Train/33/00033_00017_00017.png
33618,41,55,5,5,36,50,33,Train/33/00033_00017_00018.png
33619,42,60,5,5,37,55,33,Train/33/00033_00017_00019.png
33620,42,61,5,6,37,55,33,Train/33/00033_00017_00020.png
33621,43,61,5,6,38,56,33,Train/33/00033_00017_00021.png
33622,46,64,5,5,40,59,33,Train/33/00033_00017_00022.png
33623,46,70,5,6,41,64,33,Train/33/00033_00017_00023.png
33624,48,73,5,7,42,67,33,Train/33/00033_00017_00024.png
33625,50,77,6,6,45,70,33,Train/33/00033_00017_00025.png
33626,50,81,5,8,45,74,33,Train/33/00033_00017_00026.png
33627,51,86,6,8,46,79,33,Train/33/00033_00017_00027.png
33628,52,89,6,8,47,82,33,Train/33/00033_00017_00028.png
33629,53,94,5,8,48,86,33,Train/33/00033_00017_00029.png
33630,27,34,6,5,21,28,33,Train/33/00033_00018_00000.png
33631,28,34,5,5,23,29,33,Train/33/00033_00018_00001.png
33632,29,34,6,5,24,29,33,Train/33/00033_00018_00002.png
33633,29,34,5,5,24,29,33,Train/33/00033_00018_00003.png
33634,31,35,6,5,25,29,33,Train/33/00033_00018_00004.png
33635,31,35,6,5,26,30,33,Train/33/00033_00018_00005.png
33636,30,37,5,6,25,32,33,Train/33/00033_00018_00006.png
33637,30,39,5,6,25,34,33,Train/33/00033_00018_00007.png
33638,32,39,6,5,27,34,33,Train/33/00033_00018_00008.png
33639,32,40,5,5,26,35,33,Train/33/00033_00018_00009.png
33640,33,41,6,5,28,36,33,Train/33/00033_00018_00010.png
33641,32,44,5,6,27,38,33,Train/33/00033_00018_00011.png
33642,33,45,5,6,28,39,33,Train/33/00033_00018_00012.png
33643,34,47,5,6,29,42,33,Train/33/00033_00018_00013.png
33644,35,46,6,5,30,41,33,Train/33/00033_00018_00014.png
33645,35,47,5,5,30,42,33,Train/33/00033_00018_00015.png
33646,36,50,5,5,31,44,33,Train/33/00033_00018_00016.png
33647,38,51,6,5,32,45,33,Train/33/00033_00018_00017.png
33648,38,53,6,5,33,48,33,Train/33/00033_00018_00018.png
33649,39,55,5,5,34,50,33,Train/33/00033_00018_00019.png
